,0
637,0.0005754360434322085
638,0.01089058466395314
639,0.00043157534285404606
640,0.0
641,0.0015368992491013955
642,0.0
643,0.0
644,0.00023145006086953867
645,0.0006626909656031152
646,0.0015549044281949749
647,0.0024007187941139777
648,0.0009076489090129845
649,7.499692583659126e-05
650,0.001228179274139609
651,0.0075471963225363925
652,0.00029222439475701625
653,0.0006410496204811199
654,0.00036614489028092797
655,0.000850617320676137
656,0.00033000306794242403
657,0.0006319796544851208
658,0.02649229066388
659,0.00014854021685280482
660,0.0030926565965034808
661,0.0002802281433757502
662,0.0
663,0.0027651878645038176
664,0.004820102640233808
665,0.00013980921267097817
666,0.0
667,0.0
668,0.0
669,0.0
670,0.00022935985810172238
671,0.0
672,0.009135027020341342
673,0.0012069756212646928
674,0.001078922140547252
675,0.000875319935560436
676,0.001192023005259138
677,0.00022921206267554058
678,0.0005447268557349852
679,0.0
680,0.0
681,0.0
682,0.0
683,0.0
684,0.0
685,0.0
686,0.0
687,0.0
688,0.0
689,0.0
690,0.0
691,9.580610127639483e-05
692,0.0
693,0.0
694,0.0
695,0.0
696,0.0
697,0.0010475041911838599
698,0.00011719413408133909
699,0.0
700,0.0
701,0.0
702,6.603594624294034e-05
703,0.0
704,0.0
705,0.0
706,0.0
707,0.0
708,0.0
709,0.0
710,0.0
711,0.0
712,0.0
713,0.00036427522509845583
714,0.0
715,0.004386297528202548
716,0.0007567125830816296
717,0.00017319806108608547
718,4.535755165847405e-05
719,0.0002881150637985531
720,0.00025900023907198964
721,0.0011241883836718353
722,0.0022057579230353648
723,0.00039277047011339165
724,9.037004382894482e-05
725,0.0033164697952417473
726,0.0
